AT3G29030	-4.438974	-3.950411	-4.736483	-4.895333	-6.781028	-8.528441
AT1G20630	-0.357924	-1.017006	-0.992613	0.234088	1.029322	1.740932
AT4G34520	1.048257	1.424499	1.567139	1.679140	0.287608	-4.466926
AT1G19330	-0.229938	-0.794734	-1.273615	-1.906715	-7.464926	0.000000
AT3G05020	4.790804	3.623780	2.969242	2.916317	0.071253	-3.052346
AT1G09960	-1.838524	-1.952457	-1.932883	-1.525700	-2.788062	-3.761787
AT3G12800	-0.475015	-1.594468	-1.695251	-1.183162	-1.043588	-0.648670
AT4G31877	-4.864937	-4.736135	-4.672890	-4.126422	-4.604563	-2.877913
AT1G80940	0.302549	0.081742	0.281875	1.133927	1.124760	1.890247
AT1G73010	-8.233466	-4.608154	-3.322646	-1.778165	0.199750	-0.394870
AT1G62500	3.660617	4.220624	3.722408	2.961176	-1.934039	-4.699249
AT5G19090	-0.135383	-0.820314	-0.737040	-0.530866	-2.940325	-4.725173
AT1G17810	0.100727	1.761948	2.906882	4.315167	4.609101	5.228447
AT4G00950	-3.996143	-5.040494	-5.808453	-4.519630	-4.178096	-6.640193
AT4G01460	-2.212953	-2.569674	-2.439252	-2.103221	-4.236300	-5.025931
AT2G45970	-3.039917	-4.567163	-4.469054	-4.050975	-6.916353	-8.365090
AT1G53700	-4.827496	-6.989595	-8.036662	-7.919318	-9.083060	0.000000
AT1G01720	-2.816028	-2.739081	-1.748784	-0.279099	1.790120	3.829482
AT3G52850	0.005326	0.207502	0.018484	0.652363	0.640454	2.036275
AT2G44120	2.407063	-0.061610	-0.629727	0.195704	-0.957224	0.538211
AT4G32290	-2.488346	-1.945800	-1.063832	-0.522808	-0.143535	0.182739
AT3G22640	-7.560640	-4.498590	-4.056577	-3.473701	-3.660169	-2.018950
AT5G03140	-3.755189	-3.323917	-3.013686	-2.528888	-3.271544	-3.601510
AT3G52930	3.055962	0.839229	-0.207256	-0.454660	-3.487572	-5.629746
AT2G19810	-1.426723	-1.922516	-2.106926	-2.007356	-2.505565	-3.093652
AT2G46270	-2.126790	-1.251075	-0.596273	0.438021	0.475653	1.548603
AT1G15110	-1.973010	-1.962301	-1.921079	-1.436600	-2.091676	-1.300850
AT4G29070	-0.390830	-0.449635	-0.161815	0.641006	0.256064	-0.146591
AT3G54320	2.647722	1.418701	0.817157	0.814418	-0.950061	-3.997419
AT1G09470	-0.155242	-3.493111	-5.885174	-7.094473	-13.735628	-8.674641
AT5G48170	-4.681400	-7.746419	-7.998801	-7.436290	-8.745716	0.000000
AT2G39980	-3.077391	-2.507902	-2.484606	-2.159607	-2.681051	-2.875769
AT2G45210	-7.698540	-7.864383	-4.735154	-2.867288	-1.478777	-0.790617
AT1G01250	-4.613106	-2.091902	-1.379591	-0.640080	-0.315526	-1.212209
AT2G29630	0.180491	-1.471321	-2.504675	-2.977017	-5.844583	-6.296124
AT3G57020	-8.462155	-2.840056	-0.682960	0.776430	2.276027	3.887128
AT3G10200	-0.689990	-1.172537	-1.511376	-1.268089	-2.642332	-2.390816
AT4G16990	-7.455765	-7.327306	-7.061845	-7.823466	0.000000	0.000000
AT5G57550	0.000000	-10.068016	-7.337615	-4.937995	-1.070292	-0.333137
AT1G76670	-0.474534	-1.032145	-0.939516	-0.218293	-0.681459	-1.606299
AT3G10570	-8.229884	-7.222420	-4.414317	-2.737721	-2.015747	-1.946459
AT1G20225	-1.031391	-1.265190	-1.314829	-0.733142	-0.824799	0.063804
AT4G29190	-2.066099	-2.444913	-2.861405	-2.476595	-2.394642	-2.243647
AT5G58730	-1.034041	-1.298182	-1.636284	-1.081596	-1.722166	-2.178603
AT2G21510	-5.087452	-4.657275	-6.394958	-6.239380	-5.100172	-2.137715
AT2G34710	-0.830128	-2.448193	-3.002685	-2.290915	-3.810419	-3.661014
AT4G00380	0.427586	-0.457538	-0.936702	-0.855114	-4.094161	-4.769893
AT3G12120	4.044795	3.720327	3.719208	3.949750	2.326589	0.460290
AT1G22180	-5.661829	-3.662915	-2.966815	-1.749841	-1.158737	0.094838
AT1G20010	-0.690091	-2.775424	-5.757373	-8.137432	0.000000	0.000000
AT3G50890	-2.551429	-2.476128	-2.405033	-2.156429	-3.395231	-5.054352
AT5G54740	-0.952491	2.251910	3.135905	4.201174	4.668711	5.855774
AT5G58620	-2.770131	-5.440897	-6.013009	-5.544106	-6.042314	-5.272128
AT1G55840	-1.160176	-1.882877	-2.216687	-1.520713	-1.706818	-1.133631
AT5G62800	0.829171	0.359686	0.050143	0.595635	-0.007029	-0.666277
AT4G29240	-2.033233	-2.700011	-3.467197	-3.741744	-7.267466	-6.784374
AT3G02170	-2.226257	-3.862436	-3.813847	-2.950553	-2.906842	-3.379200
AT1G29680	-2.500753	0.125132	0.659501	1.615742	2.201947	3.585666
AT1G35510	-2.741667	-3.587286	-4.025171	-3.842277	-6.505219	-8.498921
AT5G55480	-0.431533	-1.758345	-2.202234	-2.109997	-3.962963	-4.453421
